category	name	address	google_place_id
food	Publix	5001 E State Road 64	ChIJ28Mv-vI8w4gRnWZgLT-w1fg
food	Publix	345 Jacaranda Blvd	ChIJsenI3axbw4gRYnRiChjLMmM
food	Publix	1044 N Tamiami Trl	ChIJu0I8_QtAw4gRtJ68urETyEo
food	Publix	11245 US Highway 301 N	ChIJO8mh7Okkw4gREs2jIJ130W4
food	Publix	3913 Manatee Ave W	ChIJ09fxHtoXw4gRuzQ80PmhU1w
food	Publix	17179 Tamiami Trl	ChIJXwwQtU6r3IgR2rg7xGTgHJU
food	Publix	4651 Cortez Rd W	ChIJjxNwTogWw4gRAaZttP7DxxU
food	Publix	1291 S Sumter Blvd	ChIJbfJDTbGs3IgR3f-3-uk5EbU
food	Publix	4173 S Tamiami Trl	ChIJH31YUOVZw4gRCgQCsiBTiVU
food	Publix	12165 Mercado Dr	ChIJR_ueV21Xw4gRAGMocvWUEEk
food	Publix	1101 8th Ave W	ChIJGeqcQ-8Xw4gRLfFiayeTvU8
food	Publix	7310 Manatee Ave W	ChIJ8XaWeScXw4gR6ZbDACeHWNo
food	Publix Super Market at Nokomis Village	1091 Tamiami Trl N	ChIJFchxnEFbw4gRlwnBC1XrfRQ
food	RJ Gator's of Bradenton	6100 Cortez Rd W	ChIJJ0wq4pYWw4gRUIz19snZRCY
food	Riviera Dunes Dockside	102 Riviera Dunes Way	ChIJrWytXbkXw4gRh8xq_NK9Bk8
food	Rocco’s Tacos	243 N Cattlemen Rd	ChIJ70O3wxY5w4gRNF6OmOiNvNc
food	Rosebuds Steak & Seafood House	2215 S Tamiami Trl	ChIJwZjbE6pEw4gRYeb5WWJskrI
food	Ruth’s Chris Steak House	6490 University Pkwy	ChIJ60uXoV05w4gR2o60qHRSa8A
food	Salt	2519 Gulf Dr N	ChIJVTqP7P0Rw4gRHwvT1QVnPiE
food	Shark Tooth Beach Concessions	208 S Casey Key Rd	ChIJH0EoYHtbw4gRhjt1Pbf0bos
food	Shore Longboat Key	800 Broadway St	ChIJp_6XL2kTw4gRCB4RMr4mWDM
food	Sixty East	(no address in FSQ)	ChIJBV_Rwcw8w4gRhW_wUsV5PB0
food	Skinny's Place	3901 Gulf Dr	ChIJrdwEqrURw4gRLAb8rKRkYqQ
food	Small Town Creamery	5404 Marina Dr	ChIJ7ZY2bDYQw4gRmCzFECWU8e8
food	Sonny's BBQ	631 67th Street, Circle E	ChIJ2bpkDII8w4gR29ZVaeTetfg
food	Starbucks	1183 Tamiami Trl N	ChIJue_k3Z5bw4gRkFn2SWQmNT4
food	Starbucks	(no address in FSQ)	ChIJfZ2-5Oit3IgR67ht6RR4iow
food	Starbucks	6285 US Highway 301 N	ChIJCTw8qAE9w4gRV4bsIMbQ2H8
food	Stottlemyer's Smokehouse	19 East Rd	ChIJw8sn-INHw4gR06G2jufK8DI
food	Subway	1433 S Sumter Blvd	ChIJZWvpWrGs3IgRELQcg8_TlxU
food	Swordfish Grill	4628 119th St W	ChIJtdOV03ERw4gRGXAX7OPPQ1M
food	Taco Bell	4998 Centerview Ln	ChIJbzwtoHhVw4gRNK_cEHfT3YQ
food	Target	5350 Fruitville Rd	ChIJ093q6VpHw4gRjB4OzJwOZRc
food	Target	101 N Cattlemen Rd	ChIJQX7siuc4w4gR22-CSpBo7x8
food	Taverna Toscana	1301 6th Ave W	ChIJy29rEhkXw4gR3YJJ9Ru6PoU
food	Texas Roadhouse	5710 Ranch Lake Blvd	ChIJO0aijF85w4gRXj8ymtvPNIo
food	The Banyan House Restaurant	19725 Wellen Park Blvd	ChIJy1RR0IpXw4gRCIehpFRKxbg
food	The Cheesecake Factory	130 University Town Center Dr	ChIJZ0W_vt04w4gRlbOczIeB2k0
food	The Lazy Lobster Of Longboat Key	5350 Gulf of Mexico Dr	ChIJWX9OfIQTw4gRx1EvEznuHaQ
food	The Old Salty Dog	1485 Tamiami Trl S	ChIJEzunysxbw4gRQwVxMMYYNQw
food	The Parrot Patio Bar & Grill	3602 Webber St	ChIJm1f5sGdBw4gRKr5LjqNJuYo
food	The Ugly Grouper	5704 Marina Dr	ChIJDQyXuTcQw4gRqVCZdWVocEQ
food	Total Wine & More	8539 Cooper Creek Blvd	ChIJ9UNoVd44w4gRt-M-ID7R4S0
food	Total Wine & More	8280 S Tamiami Trl	ChIJ5RkhsOpDw4gR6yLaGtQ8nX0
food	Turtles Restaurant	8875 Midnight Pass Rd	ChIJfx49kLJDw4gRLik-OXE9PPg
food	Twin Peaks	(no address in FSQ)	ChIJjwUZ8htHw4gR6-xAgrevYLM
food	Waffle House	1385 Grand Venture Dr	ChIJcX87JKWt3IgRLci5Ik1YAcU
food	Waffle House	1385 Grand Venture Dr	ChIJVeSEIgCKR4gRAUs3NiSzCeU
food	Walmart Neighborhood Market	3560 Bee Ridge Rd	ChIJMzw7oR9Bw4gRv5lesxDVWGw
food	Walmart Neighborhood Market	1100 S Main St	ChIJbQNDy7es3IgRW5CMcoFasOA
food	Walmart Neighborhood Market	5401 Palmer Crossing Cir	ChIJJa2F9rpGw4gRz3TnWxkF6jo
food	Walmart Neighborhood Market	3500 N Tamiami Trail	ChIJrynCZu8_w4gR8rDlKGcCg90
food	Walmart Supercenter	4381 Cattlemen Rd	ChIJSyV70OZGw4gR24GvPAAirZs
food	Walmart Supercenter	6225 E State Road 64	ChIJg5rKWoQ8w4gReLqtLt8OfXY
food	Walmart Supercenter	5810 Ranch Lake Blvd	ChIJzyCMHF85w4gRLus5Hmi61hg
food	Walmart Supercenter	8320 Lockwood Ridge Rd	ChIJzzni3Bw_w4gRgzofX1W7s_c
food	Walmart Supercenter	13140 South Tamiami Trail	ChIJ61OVnm9Dw4gREtKLkoAN6Yw
food	Walmart Supercenter	508 10th St E	ChIJa6IC_lg9w4gRtBEEGPzimuA
food	Walmart Supercenter	4150 Tamiami Trl S	ChIJK0IviS9Xw4gRGTsdFSYu5XU
food	Walmart Supercenter	5315 Cortez Rd W	ChIJl0XNMo4Ww4gRfko-FDdpT8o
food	Walmart Supercenter	17000 Tamiami Trl	ChIJr8q8LbJUw4gReTAIf9EpQR8
food	Walmart Supercenter	2911 53rd Ave E	ChIJQyZoydA9w4gRT1slfVTtd6k
food	Walt's Fish Market	4144 S Tamiami Trl	ChIJp-xGNrBBw4gReM72FH6f_js
food	Waterfrontoo	2205 Tamiami Trl N	ChIJB_B89VNbw4gRCChZFDlig0U
food	Wawa	5321 Clark Rd	ChIJz4kkIbpGw4gRkWtCPogTW5A
food	Wawa	5208 University Pkwy	ChIJNaLB_dk4w4gRSrWtMKOcqFk
food	Wawa	14560 Chancellor Blvd # 5345	ChIJiehb7Eir3IgRT3DajwKRheQ
food	Wawa	10807 SR 64 E	ChIJbZts7kI7w4gR8v6D69csQt8
food	Whole Foods Market	5298 University Pkwy	ChIJb4Nc-dk4w4gRBAKqAMOLg28
food	Whole Foods Market	1451 1st St	ChIJp3R2lhJAw4gRKDtrxDZI8AM
food	Wicked Cantina	101 7th St N	ChIJR1wTgJkRw4gRmDoByelo734
food	Wicked Cantina Sarasota	1603 N Tamiami Trl	ChIJTWXJPfY_w4gRBPzbUChNM68
food	Wolveshead Pizza & Wings	1837 Lakewood Ranch Blvd	ChIJFdH71Ko7w4gRPzIOKegOlxc
food	Woody's River Roo Pub & Grill	5717 18th St E	ChIJ89v5es48w4gR3A1gqsRwFtI
food	Yard House Sarasota - UTC	115 University Town Center Dr	ChIJ6UfZV4A5w4gRXcJtOJX_4RQ
food	Yoder's Restaurant	3434 Bahia Vista St	ChIJIwZqEutAw4gR-1cOUgiln24
food	Zios	1221 S Sumter Blvd	ChIJ0YRTCQat3IgRutFcgczYrMM
hotels	Americas Best Value Inn & Suites North Port	14000 Tamiami Trail	ChIJH5YspaVVw4gR1z6hNJrQup4
hotels	Americas Best Value Inn Bradenton Sarasota	607 67th St Cir E	ChIJvYNHMYI8w4gRsnRqXZkBRqk
hotels	Anna Maria Island Inn	2300 Gulf Dr N	ChIJjRZP47wRw4gRUurwE1ZgRaQ
hotels	Anna Maria Island Resorts	115 3rd St S	ChIJsyHYtvkRw4gReXtbVjrynHo
hotels	Art Ovation Hotel, Autograph Collection	1255 N Palm Ave	ChIJn_4zMBJAw4gRnyPviItiNRs
hotels	Bay Breeze Inn	1526 Tamiami Trl	ChIJp6eGDDEWw4gRkv0ZSe4kSsk
hotels	Beach Club At Siesta Key	(no address in FSQ)	ChIJz5QbcSRCw4gRSXDrF9QQGB4
hotels	Beachcomber In Venice	720 Golden Beach Blvd	ChIJT-zI8upbw4gRMmQKdV_HLLs
hotels	Best Western Plus Ambassador Suites Venice	400 Commercial Ct	ChIJsbdss39Qw4gROz3jKBdAg6s
hotels	Best Western Plus Bradenton Hotel & Suites	648 67th Street Cir E	ChIJGVfX-IE8w4gRX8KO6QLmUs8
hotels	Bungalow Beach Resort	2000 Gulf Dr N	ChIJTXee71MRw4gRpMU2A5Nf1jg
hotels	Calini beach club	1030 Seaside Dr	ChIJF70KeCRCw4gR3pYZk1HGtd0
hotels	Captiva Beach Resort	6772 Sarasea Cir	ChIJ69RB9SRCw4gRqecKrWvfQF4
hotels	Casa Del Mar	4621 Gulf of Mexico Dr	ChIJe6f8jYEUw4gRCll_lYuH3L8
hotels	Casey Key Resort	1650 S Tamiami Trl	ChIJTcMq_VlDw4gRjlox_ETtFr4
hotels	Cedar Cove Resort & Cottages	2710 Gulf Dr	ChIJ7WzbNroRw4gRq5T3dDd75a8
hotels	Comfort Suites	5690 Honore Ave	ChIJ_QplV7dGw4gRTpiFE2yYNCk
hotels	Compass Hotel Anna Maria Sound	12324 Manatee Ave W	ChIJRc3ulAERw4gRR-XKZC-_SQM
hotels	Country Inn & Suites by Radisson, Bradenton-Lakewood Ranch, FL	5610 Manor Hill Lane	ChIJZUcCov07w4gRBJyq1-mizLM
hotels	Courtyard by Marriott Bradenton Sarasota/Riverfront	100 Riverfront Dr. West	ChIJmRgc9NYXw4gRQlAxbX-KlVU
hotels	Even Hotel	6231 Lake Osprey Dr	ChIJsYtTeeM4w4gRRLv8RnmCiTk
hotels	Golden Host Resort	4675 N Tamiami Trl	ChIJ9dwGrz4_w4gR-0pMpk0ly_g
hotels	Hampton Inn & Suites	975 University Pkwy	ChIJDf4oLts_w4gRy2J34JnyrpE
hotels	Hampton Inn & Suites	881 Venetia Bay Blvd	ChIJB2MfPAhbw4gRWUXiZ1R0Whk
hotels	Hampton Inn & Suites	8565 Cooper Creek Blvd	ChIJh0RuWt44w4gR50AvntGV8Xg
hotels	Hampton Inn & Suites	309 10th St W	ChIJVQaaFtIXw4gRDqNclhoqWDI
hotels	Hampton Inn & Suites North Port	5664 Tuscola Blvd	ChIJT3rZ469Uw4gRK1M5B3Cbr_M
hotels	Hilton Garden Inn	8270 N Tamiami Trl	ChIJsUjHE34Vw4gRP0OdD5Is2SI
hotels	Holiday Inn Express & Suites	4450 47th St W	ChIJk6zAA4kWw4gR7mu134NTNgI
hotels	Holiday Inn Express & Suites	5464 Lena Rd	ChIJP5hq9-A7w4gR2_LV__OYiQA
hotels	Holiday Inn Express & Suites Nokomis Sarasota South	206 Albee Rd W	ChIJO-okE21bw4gR7WZduIOK79k
hotels	Holiday Inn Express & Suites Sarasota East - I-75	5730 Gantt Road	ChIJCTdG_NtHw4gR3BC76VMTDcA
hotels	Holiday Inn Express Venice	380 Commercial Ct	ChIJbfHWKX5Qw4gRPhAbPorsNuo
hotels	Home2 Suites by Hilton Lakewood Ranch	6015 Exchange Way	ChIJw_BtBx45w4gRIh7IlYwArNA
hotels	Home2 Suites by Hilton Sarasota I-75 Bee Ridge	6410 Mauna Loa Blvd	ChIJP-PvIANHw4gRdApbE3-oiWE
hotels	Homewood Suites by Hilton	3470 Fruitville Rd	ChIJJX2D2ZlAw4gRyYWV0lOoIIM
hotels	Hyatt Place Sarasota / Lakewood Ranch	6021 Exchange Way	ChIJqftER-I4w4gRWIOCznnHnqM
hotels	Hyatt Place Sarasota/Bradenton Airport	950 University Parkway	ChIJCdzhRds_w4gRgtt02DP25nA
hotels	Inn at the Beach	725 W Venice Ave	ChIJo1plTJdbw4gR0h9pszhsTzU
hotels	Island Breeze	340 Tamiami Trl S	ChIJHQkhLrpbw4gR8JHggY55khQ
hotels	Island Sun Inn	625 Tamiami Trail S, Venice, FL 34285	ChIJBcDh9bdbw4gRyOaF8EDbJtU
hotels	Kentucky Motel	17th Ave W & Tamiami Trail	ChIJM0UTKzIWw4gRSm5JR5EHYDc
hotels	Kompose Hotel	965 University Pkwy	ChIJ-eqe0MQ_w4gRe-4Zary4czk
hotels	Kon Tiki Inn	1487 Tamiami Trl S	ChIJX_DsOjNaw4gRPVqG9dnZ8iU
hotels	Lido Beach Resort	700 Benjamin Franklin Dr	ChIJg-jF3Ihqw4gRNJ0QhK4Ywsg
hotels	Marriot	(no address in FSQ)	ChIJU2Qx24BQw4gR9wu-GZwnPFA
hotels	Motel 6	660 67th Street Cir E	ChIJ-87K9IE8w4gRHTlsuJuFWzY
hotels	Motel 6 Venice FL	281 US 41 Bypass North	ChIJt8zE_qxbw4gRseKK4UWUWJ8
hotels	Palmetto Marriott Resort & Spa	600 US-41, Palmetto, FL 34221	ChIJPdQY5BA9w4gRH7V0a3JvRh4
hotels	Palmetto Riverside Bed & Breakfast	1102 Riverside Dr	ChIJgZJ4zsMXw4gRr1pQnjBfkyQ
hotels	Pool @ Hampton Inn Ellenton/Bradenton	(no address in FSQ)	ChIJ33HyU8w8w4gRvymJsl3cseA
hotels	Quality Inn	5778 Clark Rd	ChIJ-_vXlL1Gw4gRyP6-bXESP7A
hotels	Ramada by Wyndham Sarasota Waterfront	7150 N Tamiami Trl	ChIJ_1W8M5AVw4gRRBIwOhNShU4
hotels	Red Roof Inn Ellenton	4915 17th St E	ChIJX6QIx9Y8w4gReQx67QrCz24
hotels	Sea Club V	6744 Sarasea Cir	ChIJHVHffiNCw4gRWFE7oOGiNAE
hotels	Siesta Sands Beach Resort	1010 Point of Rocks Rd	ChIJt5P_hCRCw4gRg6Y5hsctM2w
hotels	Silver Sands Gulf Beach Resort	5841 Gulf of Mexico Dr Ste A	ChIJz5TQ0pYTw4gR83K9EyRe80k
hotels	SpringHill Suites by Marriott Bradenton Downtown/Riverfront	102 12th St W	ChIJq4KWDc4Xw4gRJ_ZVutHZh3I
hotels	Sun Outdoors Sarasota	7125 Fruitville Rd	ChIJiUH9VYFHw4gRafiCP4AhW64
hotels	Sunrise Inn	668 67th St Cir E, Bradenton, FL 34208	ChIJb0bfhYE8w4gR6EXnEX38tAc
hotels	Suntan Terrace	117 Casey Key Rd	ChIJ11G8j3tbw4gRoPyXlmEh7mQ
hotels	Super 8	5218 17th St E	ChIJ30hX19M8w4gR7p0wd0Mscpw
hotels	The Resort at Longboat Key Club	220 Sands Point Rd	ChIJqZAQtMVqw4gRQSMDzhntYY4
hotels	The Ritz-Carlton, Sarasota	1111 Ritz-Carlton Drive	ChIJRxeQRxBAw4gRi93tRdpVyX0
hotels	The Sarasota Modern, a Tribute Portfolio Hotel	1290 Boulevard Of The Arts	ChIJEfkg0A1Aw4gRaUdlFUu85bA
hotels	The Westin Sarasota	100 Marina View Dr	ChIJQzeGphFAw4gRUVSuNnIkJT4
hotels	Tortuga Inn Beach Resort	1325 Gulf Dr N	ChIJtZv7F5gRw4gRQygwlwjeArE
hotels	TownePlace Suites by Marriott Sarasota Bradenton West	5451 Cortez Rd W	ChIJg6L5LJAWw4gRWfpjVd_rTPw
hotels	Towneplace Suites by Marriott	2986 Executive Dr	ChIJCXyITIdQw4gRo9fHGjbfmkE
hotels	Tropical Beach Resorts	6717 Sarasea Circle	ChIJp9x9XSRCw4gRdvhP9hbyu0k
hotels	Tropical Villas Of Venice Beach	505 Menendez St	ChIJOVlxm71bw4gRExkYoPxW28c
hotels	Tru by Hilton	5510 Manor Hill Ln	ChIJd_iPrv07w4gRfBSjYDKmqjM
hotels	Turtle Beach Campground	8862 Midnight Pass Rd	ChIJlfhHga1Dw4gRHiBwxSG_UUk
hotels	Turtle Beach Resort	9049 Midnight Pass Rd	ChIJZ-qKNKxDw4gRAhsMoqYD19s
hotels	Turtle Crawl Inn	4235 Gulf of Mexico Dr	ChIJ1YsBsoQUw4gRmH5vlV6tQEI
hotels	VOCO Sarasota	1223 Boulevard of the Arts	ChIJ-0P9ZA5Aw4gR71lS69AigVA
hotels	Venice Beach Villas	501 W Venice Ave	ChIJQW1jN71bw4gRgw6bv5lW_dA
hotels	Warm Mineral Springs Motel	12597 Tamiami Trl S	ChIJNx_mOHxUw4gRW_dbjdLGEJg
hotels	Zota Beach Resort	4711 Gulf of Mexico Dr	ChIJpYzyJX4Tw4gR7Eisirbe6xI
nightlife	1592 Wood Fired Kitchen & Cocktails	1592 Main St	ChIJr1xnGG1Aw4gRgQvFL3emTcI
nightlife	Applebee's Grill + Bar	5908 18th St E	ChIJZdLIPMw8w4gRvJ4orrz3iRM
nightlife	Arcade Monsters Lido Beach	326 John Ringling Blvd	ChIJJ1O7nANrw4gRH8y1qHMjpRs
nightlife	Beef 'O' Brady's	8913 US 301 North	ChIJm3mgIqYkw4gR-7sq0vNGiMQ
nightlife	Buffalo Wild Wings	18379 Tamiami Trl	ChIJXc3D8YZUw4gRUDoWwf_-5kw
nightlife	Bunker Hill Vineyard & Winery	8905 Bunker Hill Rd	ChIJp06QT0KKdYgRQTDXmi2GC4Y
nightlife	Clasico	1341 Main St	ChIJ9wI8shNAw4gRtX6n6ntWKaE
nightlife	Duffy's Tavern	5808 Marina Dr	ChIJRx84mDcQw4gRKtrCMDQYYu4
nightlife	Ed's Tavern	10719 Rodeo Dr	ChIJB8ystAE5w4gRJqnBOZatjbo
nightlife	Evie's at Spanish Point	131 Bayview Dr	ChIJ6YrsjG1Dw4gRx2n3asrY5CI
nightlife	Freckled Fin Irish Pub	5337 Gulf Dr	ChIJSanPezYQw4gRQ_J4ZhPSxsE
nightlife	Good Liquid Brewing Company	1570 Lakefront Dr	ChIJyYi3Yw4Ww4gRaJbXtbjk_oc
nightlife	Island Time Bar And Grill	216 85th St	ChIJ_U2dP5sRw4gR-_tmR-8YCik
nightlife	Linksters Tap Room	4371 Aidan Ln	ChIJiRsFj0ur3IgROoiLcn_dCXw
nightlife	Linksters Tap Room South	8764 S Tamiami Trl	ChIJcwaOPJRDw4gR_iEMiBGBggI
nightlife	Loaded Cannon Distillery	3115 Lakewood Ranch Blvd	ChIJ989G5wU7w4gRn7UHu-cuzJo
nightlife	Mattison's Riverwalk Grille Bradenton	101 Riverfront Boulevard Ste 120	ChIJ2SjpRNYXw4gR5JpR_vrc0As
nightlife	Miller's Ale House - Sarasota	3800 Kenny Dr	ChIJ2dJQTh5Hw4gRjGYbxXAKzH0
nightlife	Motorworks Brewing	1014 9th St W	ChIJBR7CQS0Ww4gRtrYOql8YY5Y
nightlife	O'Bricks Irish Pub & Martini Bar	427 12th St W	ChIJqQsqj80Xw4gRev0L3y4_-lM
nightlife	Oak & Stone	5405 University Pkwy	ChIJASGZttk4w4gRJaBZXzV3-Fw
nightlife	Oldies Pub	12500 Tamiami Trl S	ChIJtyUYYnxUw4gRAbbgvvbtUHA
nightlife	Peggys Corral	4511 US Highway 41 N	ChIJUUIQJqciw4gR5o8AzOxiMRs
nightlife	Pop's Sunset Grill	112 Circuit Rd	ChIJvYtWPXtbw4gRsWlOnut5anE
nightlife	Scotty's Pub	14530 Tamiami Trl	ChIJhwFSSaNUw4gR9L4lfAlr8Hw
nightlife	Seasons 52	170 University Town Center Dr	ChIJMUIBZec4w4gRDF221EwsnpA
nightlife	Sharky's On the Pier	1600 Harbor Dr S	ChIJnXtixd5bw4gRxq8VhqIqo3I
nightlife	Siesta Key Oyster Bar	5238 Ocean Blvd	ChIJZ1H_nAlqw4gR_UpQduXUfGg
nightlife	Speaks Clam Bar	8764 State Road 70 E	ChIJMcjFv2E5w4gRtdGiiHV-saw
nightlife	T. J. Carney's	231 W Venice Ave	ChIJJf-bNbtbw4gRHZIUmtfxsIM
nightlife	The Doctor's Office	5312 Holmes Blvd	ChIJ60T1ZDYQw4gRNKW_LKTOnL0
nightlife	The Gator Club	1490 Main St	ChIJxxfE0BJAw4gRfwZZylL_Q-A
nightlife	The Greyson	(no address in FSQ)	ChIJc4nsMiojw4gRqqf6JDsI3GU
nightlife	The Kokonut Hut	900 Gulf Dr N	ChIJSwkmjpkRw4gRSkHtkHlTv_U
nightlife	The O Bar	748 S Tamiami Trl	ChIJC9QC_CBDw4gRFWrFJumJ1q8
nightlife	The Point	Bayview Dr	ChIJaZ8tIKZDw4gRP-YZWJzb2jY
nightlife	Tide Tables Restaurant and Marina	12507 Cortez Rd W	ChIJ6fLbnXYRw4gRoW_2igruY88
nightlife	Venice Train Depot	303 E Venice Ave	ChIJoTIjN65bw4gRDOEwKSfIDs8
nightlife	Whitney’s Bodega & Bar	6900 Gulf Of Mexico Dr	ChIJeyPculwTw4gRbxuhyyX74rE
nightlife	mad moe's	106 N Tamiami Trl	ChIJOYShpHFDw4gRUEvjMqj0m0M
other	Acapulco	1833 Lakewood Ranch Blvd	ChIJX_a2Lcs7w4gRj3zlO9JEo6Q
other	BOATHOUSE ON LONGBOAT K	410 Gulf Of Mexico Dr	ChIJEQi1U8Rqw4gR_BnqV7y24uo
other	Bridge Street Pier Tours	135 Bridge St	ChIJZ93lH_oRw4gRdGz9kIY-QVo
other	Burlington	1099-1335 S Tamiami Trail	ChIJzQYloRAWw4gRh7Fhdk-Tzqc
other	Covered Bridge Estates	6350 Shenandoah Cir	ChIJdVapFDkjw4gRXU-xM02DDD8
other	Epiphany Cathedral	310 Sarasota St	ChIJhaIxXaNbw4gRTOeKz2fPVpI
other	Faling Construction	856 Brentwood Dr	ChIJk-n5O1NQw4gRGRmPFDl5nlY
other	Fisherman's Cove RV Resort	100 61st St E	ChIJK1vVN3QYw4gRMbdgovVwIAQ
other	Floor & Decor	8415 Lockwood Ridge Rd	ChIJ8VNZjBw_w4gRNiwzLSokOBg
other	Hilton	227 Albee Rd W	ChIJw-okY21bw4gRK62eYya724Y
other	Hilton	202 N Tamiami Trl	ChIJfYV_5RFAw4gRoWMEc-mBd6I
other	Hilton	305 N Cattlemen Rd	ChIJyQA0K904w4gRxaM8sEe5I6o
other	IFixandRepair - University Town Center	140 University Town Center Dr Unit 172	ChIJHcu6u2BHw4gRDKuRC9sow20
other	Ikoi Sushi & Hibachi	1471 S Sumter Blvd	ChIJg3roavWt3IgRAbW2bfOH-Aw
other	Island Discount Tackle	5503 Marina Dr	ChIJ_yn8MDYQw4gRZlNcMl-vgyc
other	Kingdom Builder Handyman Services	3216 Chipley Ave	ChIJiXTZBRyt3IgR3UwxpAQaIpI
other	MarineMax	1485 S Tamiami _r	ChIJ829SSTNaw4gRU6BwyrnEc5Y
other	MarineMax	1485 S Tamiami _r	ChIJp4n8qOZbw4gReS_BOP-Ki3E
other	Palma Sola	1606 Palma Sola Blvd	ChIJJV9NKNIWw4gREGKT4PLKbVE
other	Pelican Cove Condominium Association	1615 Pelican Point Dr	ChIJt4XIE7FDw4gRyBCnBYGVSWY
other	Safe Harbor Siesta Key	1265 Old Stickney Point Rd	ChIJ59-__CZCw4gRzXUvtAcE-bU
other	Terra Siesta Co-Op	3502 Patricia Pl	ChIJM7GyrFAjw4gRjYS7KY20BQ4
other	The Beach Shop	11904 Cortez Rd W	ChIJ41g3Dm4Rw4gRHB0BArvuO_A
other	Tropic Isles Co-Op, Inc.	3100 10th St W	ChIJEbK_wJ4Xw4gRRZsLjrvJLWY
other	Venice Shopping Center	501 Tamiami Trl # 555	ChIJhSykt7lbw4gRevdY3JXPtaU
other	Voting at St Bernard Catholic Church	248 S Harbor Dr Holmes Beach, Fl 34217	ChIJy45YJUsQw4gRP3zP1dHJrKY
other	Voting at Twin Lakes Park	(no address in FSQ)	ChIJ8SekLo9Gw4gR81Gftma1QvU
other	voting @ Shadowbrook	38th ave east	ChIJLSCXKHcjw4gRAr3pXqHJPVY
shopping	7-Eleven	2751 N River Rd	ChIJ_1LVDPtRw4gR2LCJiC3PoeY
shopping	7-Eleven	1011 S Sumter Blvd	ChIJJ9LzmLas3IgRbyd2h9G3gfY
shopping	Ace Hardware	9516 Cortez Rd W	ChIJPyvEqIARw4gRxj5IgR5ILRw
shopping	Ace Hardware	7028 Us Highway 301 N	ChIJ8RMgzLQ8w4gR_y9VC-tOgsI
shopping	Alvin's Island	3602 E Bay Dr	ChIJVTHzC7QRw4gRTqoG4Rljw6s
shopping	Anthony's Ladies Apparel	1087 N Tamiami Trail	ChIJyyTum0Fbw4gRLNLDzEKJp7c
shopping	At Home	6126 US Highway 301 N	ChIJCUb7Ie49w4gR-C9UGz6bIe0
shopping	BJ's Wholesale Club	8085 Cooper Creek Blvd	ChIJMxR-xx85w4gRK3VcX8JFeo0
shopping	Barnes & Noble	4010 S Tamiami Tr	ChIJlWs4lLFBw4gR9BsMeWQIV2Q
shopping	Bath & Body Works	7350 Cortez Rd W	ChIJX2J-OnMXw4gRh3QLydiW620
shopping	Best Buy	4210 14th St W	ChIJ0WjZqxYWw4gRHg-q9wlPyME
shopping	Best Buy	4020 S Tamiami Trl	ChIJh9rB8rFBw4gRh5GcKmQXP8A
shopping	Best Buy	135 N Cattlemen Rd	ChIJ93sEo9w4w4gRhG9pHN1052o
shopping	Burlington	8372 S Tamiami Trl	ChIJGbRfDPRDw4gRwOZjm53OBko
shopping	Burlington	(no address in FSQ)	ChIJCyle3XRbw4gRJuJUfsJeHi4
shopping	Burlington	3941 Cattlemen Rd	ChIJwz9oSOBGw4gRMrFlQuYW30U
shopping	Cabinetree Kitchen & Bath Design	1955 S Tamiami Trl	ChIJY7kCFjZaw4gRsucK4FaNfq0
shopping	Cocoplum village shops	(no address in FSQ)	ChIJFXRa4Zer3IgRPntC5Hf0gRg
shopping	Costco	8201 S Tamiami Trl Unit 501	ChIJO7xcRupDw4gRatQr7ftc7ek
shopping	Costco	805 Lighthouse Dr	ChIJG1ob2Xo7w4gRmCW8qbgDdek
shopping	Creekside Commons	(no address in FSQ)	ChIJay8TEmElw4gRmgRP3SXl7eM
shopping	DG Ace Hardware	1230 S Tamiami Trl	ChIJQ4YVZVxDw4gRtUO2Bq1ARQw
shopping	Detwiler's Farm Market	6100 N LOCKWOOD RIDGE RD	ChIJ-1_UDBs_w4gRvIMj4gJYjNo
shopping	Dillard's	200 University Town Center Dr	ChIJHeLAGtkAw4gRYmzsUBMCi1w
shopping	Dollar General	8710 Cortez Rd W	ChIJIYQVIoMRw4gRfSklVtmrzIg
shopping	Five Below	7370 Manatee Ave W	ChIJ76H4b2sXw4gRpHomi3yKq6w
shopping	Goodwill Bookstore	(no address in FSQ)	ChIJHUqWJzBbw4gRwNECZd3wVJ0
shopping	Green Turtle Shell & Gift Shop	701 Gulf Dr N	ChIJe2AQh5kRw4gR0UYUSX2bqPc
shopping	Hobby Lobby	8195 S Tamiami Trl	ChIJuSkWlsFDw4gRwRUgOQe1J1w
shopping	Hobby Lobby	18559 Tamiami Trl	ChIJXeTC8YZUw4gRK65d9Bz0m7M
shopping	Hobby Lobby	4490 Cortez Rd W	ChIJ40zXr4kWw4gRFdIObHMMPpQ
shopping	Holmes Beach Ace Hardware	3352 E Bay Dr	ChIJ2S-oVrERw4gRag0g_AVIbOc
shopping	HomeGoods	3748B Bee Ridge Rd	ChIJ790UqSFBw4gRfzFDp0hj5og
shopping	HomeGoods	7134 Cortez Rd W	ChIJqQsClZMXw4gR9Nzod4fbK0A
shopping	HomeGoods	8820 US Highway 301 N	ChIJD_cfb5Qjw4gRJ9PpsI_OdMk
shopping	HomeGoods	450 No. Venice By-Pass	ChIJcSfMo4tbw4gRhw5k1LmPofI
