root_cause,place_id,name,cities,surfaces_chips,fixed_by
eligibility_passed_api_omitted,ChIJBeaGeQDvwogRqaxcAEHpY4E,Eggs Up Grill - Clearwater,Tampa,food:breakfast,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJz-r4PA7BwogRiAnH8BNVagI,El Churrascaso Grill Food Truck,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJATbxbGrpwogRC4OgXnnmLwU,El Churrascaso Grill Tampa,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ7SBhwk_BwogR8Ld48Qfa3oo,El Chuzo BBQ,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJN3_X_TPBwogRZOoCBBmF1y0,El Jefe Cafe,Tampa,food:cafes; food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJi_GCkqrFwogRqMdM3V8sXcQ,Elevenses Co,Tampa,food:all; food:delivery; food:dessert; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ1Rr4lX7rwogRrEeh_FCjpE4,Ellie's Breakfast & Lunch,Tampa,food:breakfast,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJqVXlbozDwogRn83FzPCN108,Ena's Secret Bake,Tampa,food:all; food:cafes; food:delivery; food:dessert; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJSdTVl9b2wogRflAfEw7OZEY,Encounters With Dolphins,Tampa,attractions:tours,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJyTm0g57BwogRbqUJeBxfgUo,Esposito's Italian Restaurant And Bar,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ8bW6uvTrwogRUorwK25q9v0,Fat Beet Farm Kitchen and Bakery,Tampa,food:cafes; food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ0dh0LNrHwogRMoT4tu82irI,Fayrouz Café,Tampa,food:all; food:cafes; food:delivery; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJZUzjTsXHwogRKWuwtPCnGB8,Felicitous (on 51st),Tampa,food:all; food:cafes; food:delivery; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJb5-4ch73wogR6svidIlqV0c,Fins Up Clearwater,Tampa,attractions:tours,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ_2kW0-3AwogRlV3-0c_svn4,First Watch,Tampa,food:breakfast,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJgYpOR1-3wogR9aYgGjjvXx4,First Watch,Tampa,food:breakfast,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJOdSHYxnpwogR1Nr3mkhbnys,Foodys Restaurant,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJM-GCYzvHwogRXxoi4tAgckU,Fork It Up 813,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJraZLlci0wogRc9XkHBviZsQ,Fort Foster State Historic Site,Tampa,attractions:family; attractions:landmarks; attractions:museums; attractions:outdoors; family:all,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJNRlJN5fHwogRLigNDV9WgJ4,Fortune Kitchen USF,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJs5VXbDfBwogRqZjb-9urJwo,Fortune Star Oriental Bakery,Tampa,food:cafes; food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJJ3L86ozBwogRJbJoManCO-0,Foxtail Coffee - Carrollwood,Tampa,food:cafes; food:delivery; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJX76roKvJwogRaYyz8HRDUCc,Foxtail Coffee - Telecom Village,Tampa,food:cafes,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJXbaMLSj3wogREtvIGIBeIzI,Frenchy's South Beach Cafe,Tampa,food:cafes,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJt-fvINXHwogRa-vZXkQ1f7I,Fresh Flame Mediterranean Fusion,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJZ1IVrB_HwogROYrdSddbFDg,Fresh Kitchen USF,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJmz0rk6q3wogRikN75E0p2jw,Fresh Monkee Wesley Chapel,Tampa,food:cafes; food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJQ87WJKfGwogR8SQudyerGMk,Front Porch & Bart's Tavern,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ9yGCEgDrwogRiyEIcJi5uE0,Funky Sweets,Tampa,food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJIRVRGR_HwogRBrBZL2YpVCY,GANGCHU,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJDRR9RdDFwogRSKUb6F8CQes,Girl And A Grill,Tampa,food:all; food:breakfast; food:delivery; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJR8uHAnn3wogR6kEazS77MC0,Go Tiki Tours Clearwater - #1 Floating Tiki Boat,Tampa,attractions:marinas; attractions:spa; attractions:tours; family:all,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJj79iNtDvwogRCl6l-aOEhZM,Good Day Cafe,Tampa,food:cafes,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ45Oq14PBwogRmf7u4hKpvCA,Grain and Berry - Carrollwood,Tampa,food:dessert; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJbXivkLXBwogRCjP3IXeq5PU,Grand Hacienda,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJxcCA7mjrwogR1TfXhMPgyxg,Grand Hacienda,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJCSS42dbFwogRppnrbbOFzIE,Grassroots Kava House,Tampa,food:all; food:delivery; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJx6ELETOxwogREfzu7Q_LxSk,Green Market Cafe - Wesley Chapel,Tampa,food:cafes,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJK3_SH0rFwogRjOigORIyFWM,Gulf Coast Sourdough Sandwich House,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJsYHFPK3FwogR4YUJJGs-sWs,HAVANA 86 - Authentic Cuban Flavor,Tampa,food:breakfast; food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ97AORUa3wogRnK4u6Btf2lI,HELLO SWEETNESS,Tampa,food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ7_EjWnPBwogRzzMfwNzwAAg,HYPHEN Coffee,Tampa,food:cafes,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJrYNrBNXHwogRCIQETwYyLt8,HaddaBurger,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJHVcjBeDHwogRRcMwNoeyPA8,Hamada kabob حمادة مشاوي,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ3xGkbI3DwogRApmOd1WDFHA,Happy Fish,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ32l5iEzPwogRqkIdFatiAxc,Hard Rock Cafe,Tampa,food:cafes; food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJRTjbLHPvwogRCbzuQ26DFjQ,HavenHouse Local Eatery & Coffee Bar,Tampa,food:cafes,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJBdVltRzFwogRLS4pltofRn8,"Heights Lounge (Coffee, Kombucha, Herbal Teas, Hookah)",Tampa,food:all; food:delivery; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJX7EO3A7FwogRvfOFjc0gTHE,Hines Caribbean Cuisine,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJJ5B_OZzHwogR5PC3GYr2uAs,Holy Fry,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJnTV5LHDxwogRH-IpMfYc7n8,Home Plate on the Trail Restaurant,Tampa,food:breakfast,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJTThxn6_HwogReDaQZ-MIvnw,Honduras Restaurant & Bar,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJjbGNPR3HwogRqDJrit1opxA,Hong BBQ & Hot Pot Fowler,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJjffXteHpwogRCsuuXiUIexM,Hot Rocks Pizza (Town n Country),Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJk0JgogfBwogR_Wf49LmByx0,Housewife Bakery & Cafe,Tampa,food:cafes; food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJB2B8mYzHwogRkZIDCDARWww,Ice Screamin/Tampa,Tampa,food:all; food:delivery; food:dessert; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJedEbBCn3wogR7xHffuNOSYU,Ice&Cream Creamery,Tampa,food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJXze1LS_FwogRIeQKUSTt268,Ichiban Sushi & Ramen,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJPf7N5xvEwogRo0adU2c7_2s,Independent Bar & Kitchen,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ3eDICvPHwogRyoMZFeAvZ9k,Insomnia Cookies,Tampa,food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ6wMxDt_HwogRP5PkgWcrAo0,Insomnia ISG Kava Bar and Lounge,Tampa,food:all; food:delivery; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJEWuFbqXBwogRIO4ct1cf0Uc,Isekai Sushi and Cafe Citrus Park Tampa,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJxaUz6yrEwogRxgSxQpRfJ8Y,Island Crew,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJH--50zDDwogR9OZ2IHVtEBM,J&J Jam'Soul,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ-QY-HHDFwogRX9EKWXRh2Xg,J's Asian Kitchen,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ3f4wuT3NwogRPiSoPMlZ0WI,Jahiti Caribbean Restaurant,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJJe80SvfHwogRc78gS1vHYR0,Jalsa Indian Modern Kitchen Tampa,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJg02ExNjtwogRvqzuLrzlXgM,Jana’s Cafe,Tampa,food:cafes,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJx0p4vDrFwogRebajJYz9gBY,Jay’s Jamaican cuisines,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJvwgxoHTHwogRHftmpLYe1fw,Jerk Pit,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJv97LeUPvwogRHfPreRa_2Vk,Jerome's Cafe & Bakery,Tampa,food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJS6RngiTHwogR7SoT_MShF0E,Joe's New York Diner,Tampa,food:breakfast,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJR-TvlVbHwogRyvfUR0EhEPg,Juice time &papa kanafa | عصير تايم & بابا كنافه,Tampa,food:all; food:delivery; food:dessert; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJVZbhmnbHwogRH1ObFPtjsTQ,K-DELI,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJzYVU8B_pwogRZ3qvnjPPL1c,K-dessert Cafe,Tampa,food:all; food:cafes; food:delivery; food:dessert; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJW1yfx8PtwogRaGzJlqQMm7E,Kazba Cafe,Tampa,food:cafes,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJC4qBgvHHwogRpobL5gaayiQ,Keke's Breakfast Cafe,Tampa,food:all; food:breakfast; food:delivery; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJAQBwYe7AwogR2ZaDX-SN1jw,Keke's Breakfast Cafe,Tampa,food:breakfast,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJaVf2QbHzwogRNWn7NGpZXZk,Keke's Breakfast Cafe,Tampa,food:breakfast,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJmVHZKRWNwogRCmpMm2yIb5I,Keys Jam - Rock Grill,Tampa,food:cafes,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJFVsQTNH2wogRZhqm1SIXCNs,Kilwins Ice Cream - Chocolate - Fudge,Tampa,food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJozlII3DDwogRTfTPc7pJL0g,Kimmie's Kitchen Tampa,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJkzRLTYM23YgRryIEJBsNfSo,Krazy Kup,Tampa,food:cafes,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJa526S9fHwogRraywkQdDlSU,Kunafa King Cafe,Tampa,food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ6xV_BYTBwogRCZlGolXC5Fc,L.P.C.X Café,Tampa,food:all; food:cafes; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJK3fZzwvHwogRu0BJO5XBYGs,La Bahía Bakery,Tampa,food:cafes; food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJkTAlKEjBwogRBH-3e4jMdA8,La Cabana Restaurant | Colombian Food |Colombian Restaurant | Best Restaurant Tampa,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJS8D5BonHwogRm2fHwNVeD5A,La Casa Del Jibarito Restaurant,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJmd2xKtTrwogRTVGwgnRMw1c,La Creacion Bakery - Tampa,Tampa,food:cafes; food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJf15Rl1fBwogR0TvvHrFTTyQ,La Gozadera Tampa,Tampa,food:all; food:cafes; food:delivery; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJN7xUOLnGwogRcC0EI-IopqM,La Placita Restaurant,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ0W7CipfDwogRv8PUu_Wwvo0,La Teresita Restaurant,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJE7CJBHv6wogRgU_CnoymVIY,Largo Central Park,Tampa,attractions:family; attractions:outdoors; family:all; family:toddlers,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJiSahojzrwogR7d1U3NVyEyk,Le Peep Tampa,Tampa,food:breakfast,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJLa-4KEWNwogR-Ars13eoDeo,Leepa-Rattner Museum of Art (LRMA) at St. Petersburg College,Tampa,attractions:arts; attractions:family; attractions:museums; family:all,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJybKqcZb8wogRPdCFyy4YanQ,Lighthouse Point Marina,Tampa,attractions:landmarks; attractions:marinas; attractions:outdoors,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ9wMd-N7BwogRfFjG1tboMH8,Lina's Restaurant,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ4zcOUj7xwogRvfx23CyMhuE,Littie Sweets' Homemade Ice Cream,Tampa,food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ8aOA86bywogRgWJiGQc_up4,Little Explorers Palm Harbor,Tampa,attractions:family; attractions:marinas; family:all; family:rainy; family:toddlers,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJTQ5vtFMow4gRgXnhbGgK2e0,Little Manatee River State Park,Tampa,attractions:family; attractions:landmarks; attractions:outdoors; family:all,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJnej4u9b2wogRV95Wk_1RS0o,Little Toot Dolphin Adventure - #1 Dolphin Tour in the USA!,Tampa,attractions:tours,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJq_JOI1XDwogRnKcY6TbjeME,Los Gringos Tampa,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJjZzFfATHwogR_1C01JVzlUo,Lunar Coffee,Tampa,food:all; food:cafes; food:delivery; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJD5MHVxHHwogRNUUmJmfxpHc,MOCHINUT Tampa,Tampa,food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJdScTftTHwogREObXDy6T5gg,Makkah Sweets & Groceries,Tampa,food:all; food:cafes; food:delivery; food:dessert; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJofj_bwDpwogRCLQo7hqxMh8,Malambo Grill,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJpb8yT9vGwogRFS8bbOe_PQ8,Mamas Kitchen,Tampa,food:breakfast,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJrbs3_f7BwogRxgfmbL2PZfw,Mandola's Italian Kitchen,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJkdslzgzBwogRMbaEALsn4t0,Mandy's Restaurant,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ95QgfLLHwogRHqWSj-P4r1o,Mangos Cafe and Specialty Store,Tampa,food:all; food:cafes; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ7ThsNUPFwogRQ_WAyKqMz3A,Mangos Southern Kitchen and Bar,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJWzpIWpLBwogRnO_8jZ09vng,Maple Street Biscuit Cafe,Tampa,food:breakfast,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJIzWp1SzpwogRBkZ0aMf0zFE,Marlene's Original Breakfast Sandwich,Tampa,food:all; food:breakfast; food:delivery; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJOTaJvuTLwogRK8IRxx0Nrk8,Martha's Family Restaurant,Tampa,food:breakfast; food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJjTZo5fPJwogRGQPuMy2CU6E,Maya Thai Cuisine - Tampa,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJKR57oydJ3YgR6uWr2GCEcrI,McIntosh Preserve,Tampa,attractions:family; attractions:outdoors; family:all,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJJyJO7L_HwogRUgJ8nwE41Y8,Melt N Dip,Tampa,food:all; food:delivery; food:dessert; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJZzam1O3AwogR7RnOS1OMKOQ,Melting Pot,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ0U2GhGnzwogRCiwyWiXfMpw,Metro Diner,Tampa,food:breakfast,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJpfrpSwTCwogRLCISnRpe6dY,Mi Tierra Latina,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJERSSjeTAwogRqCv2H33LELM,Michael's Grill,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJAXAIPjWxwogRhserimTWfGU,Migas Oven's ROMERO,Tampa,food:cafes; food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJM8VKwq_DwogR1syjySCWcOg,Miller's Ale House,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ-R7dEaXrwogRhJNAXDB2SPk,Minano Ramen,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ5ewzTL3HwogRKlmdxKyQrHw,Mundo Saludable,Tampa,food:cafes,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJT4Y7OwDBwogRICfhJkopIHg,NAZCA,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJLUWUHKrPwogRrhk2OcBv4tE,Nana's Kitchen and Grill,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJl5lq9M7BwogRal6gT9o36IY,Nazca Express,Tampa,food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJhTFjNwDFwogRD7N7tcIfIaA,Noble Brew,Tampa,food:all; food:cafes; food:delivery; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJL-jyfuTAwogR67xs2ZqrIZw,Noble Crust Of Carrollwood,Tampa,food:breakfast; food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJP7u9R-DHwogRCMnwX7lVgrM,Nori Nori Craft Handrolls,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJo2MLQ1P3wogRVqgalPkZ5oY,North Clearwater Beach,Tampa,attractions:beaches,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJK6KJ-ynBwogRfxV-VH6vPUk,NutriLab - Nutrition Club,Tampa,food:delivery; food:dessert; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJc3ks97TDwogRxU36ADm7zu4,Oh My Churro,Tampa,food:all; food:delivery; food:dessert; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJjdunICPEwogRhxvLyV1Upzg,Old Heights Bistro,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ3XN5DADHwogRakEJyfZIFc4,Olive Tree by Chef Yousef,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJZb8P1uHrwogRAvUbY4i4BUc,Olivos Restaurant,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJn8u4-gbCwogRMN_F81AjMtc,One Family Korean Restaurant,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJb_wfsyrxwogRTwpt456Kmx4,Orange Blossom,Tampa,food:cafes,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJa71oM-nBwogRonmmuXTgW5s,Otsuka Ramen,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJQXXlv9_pwogRyowdzUTLi6Q,Pabellon restaurante,Tampa,food:all; food:breakfast; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ3WO5J-vywogRI7ddkM2GFlk,Palm Harbor Parks & Recreation,Tampa,attractions:family; attractions:marinas; attractions:outdoors; family:all,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJY0qNcvf3wogROLWM8l2V__8,Parlor Doughnuts,Tampa,food:cafes; food:dessert,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJjUc1agDBwogRbSaAhgunheA,Pavlova Love tampa,Tampa,food:cafes,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ_R3n32XHwogR2GQBWmC1Mbs,Phoenix Lebanese Restaurant,Tampa,food:all; food:delivery; food:dessert; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJFRtVgujBwogRBhpnTaxHUE0,Piccolo Buco by Coopers Hawk,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJLz1y3OHDwogRoytwxK0m8Ws,Pickford's Sundries,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJj1Md3Db3wogRkjT30x02thA,Pier 60 Parasail,Tampa,attractions:landmarks; attractions:marinas; attractions:outdoors; attractions:tours,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ98g4bwfCwogRoiP1Zu5ThAA,Pipo's Restaurant,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJE1kzZhXBwogR9VwdBp1OSBg,Pizza Cubana- Los Principes,Tampa,food:dinner; food:lunch,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJI-Ro51_pwogR96Rt0SkrXZ0,Pizzamore,Tampa,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJy7VXO-TywogRTHJIGx110Oc,Pop Stansell Park,Tampa,attractions:family; attractions:outdoors; family:all; family:toddlers,#1495 exhaustive ordered read
eligibility_passed_api_omitted,ChIJ37TX2BrBwogRlP22p-JLUpo,PopUp Bagels,Tampa,food:cafes; food:dessert,#1495 exhaustive ordered read
